顧客ID,利用日,トレーニング時間,トレーナー利用
201,2022-10-08,0.6,いいえ
491,2022-05-14,1.1,はい
113,2022-08-03,2.0,いいえ
919,2022-10-31,1.3,いいえ
548,2022-03-30,2.0,いいえ
582,2022-12-31,1.1,はい
386,2022-06-16,1.1,いいえ
987,2022-06-18,1.4,いいえ
655,2022-06-02,1.3,いいえ
629,2022-08-27,0.7,はい
505,2022-03-20,0.8,はい
324,2022-07-19,1.2,はい
535,2022-12-25,1.1,はい
997,2022-09-29,1.8,いいえ
263,2022-03-22,1.1,いいえ
282,2022-05-07,0.7,はい
734,2022-02-02,1.2,いいえ
937,2022-03-02,1.9,いいえ
216,2022-12-11,0.7,はい
471,2022-01-14,0.5,いいえ
109,2022-01-09,0.8,いいえ
326,2022-03-10,0.9,はい
304,2022-05-23,1.1,はい
40,2022-02-03,1.7,はい
323,2022-03-18,1.5,いいえ
245,2022-12-19,1.2,いいえ
722,2022-10-21,1.7,はい
41,2022-05-17,1.8,いいえ
389,2022-09-12,1.7,いいえ
387,2022-06-09,1.0,はい
562,2022-01-28,1.2,はい
896,2022-01-15,1.5,はい
773,2022-11-17,1.8,いいえ
639,2022-03-17,1.9,いいえ
989,2022-12-19,1.7,はい
20,2022-07-24,0.8,いいえ
660,2022-08-03,1.4,いいえ
329,2022-04-09,1.2,いいえ
777,2022-12-23,0.8,いいえ
691,2022-02-17,2.0,いいえ
295,2022-06-19,1.4,はい
843,2022-04-05,0.8,いいえ
859,2022-05-29,0.6,いいえ
514,2022-01-07,0.5,はい
174,2022-10-30,2.0,はい
505,2022-11-07,1.7,いいえ
375,2022-11-29,2.0,いいえ
47,2022-06-11,1.3,はい
132,2022-01-24,0.8,いいえ
627,2022-09-15,0.6,はい
958,2022-10-19,0.7,はい
190,2022-05-10,0.6,はい
889,2022-11-28,1.7,はい
617,2022-04-20,0.5,はい
940,2022-04-22,1.8,はい
309,2022-09-30,1.4,はい
363,2022-07-20,1.6,いいえ
909,2022-06-15,1.0,はい
180,2022-08-22,1.2,いいえ
671,2022-12-28,1.5,いいえ
911,2022-02-10,1.1,はい
884,2022-06-28,1.4,いいえ
346,2022-11-15,1.2,はい
378,2022-01-16,1.0,はい
766,2022-05-03,0.9,いいえ
519,2022-02-25,0.6,いいえ
473,2022-04-07,0.8,いいえ
291,2022-05-30,1.4,はい
180,2022-08-11,0.8,いいえ
8,2022-02-25,1.2,いいえ
535,2022-08-10,1.9,いいえ
431,2022-07-17,1.1,はい
978,2022-06-24,0.7,いいえ
20,2022-01-16,0.8,いいえ
139,2022-10-15,1.6,はい
149,2022-09-21,1.7,はい
775,2022-12-07,1.3,はい
203,2022-07-01,0.6,はい
633,2022-08-05,0.6,はい
554,2022-01-29,1.8,はい
343,2022-03-24,0.9,いいえ
232,2022-07-22,1.5,はい
716,2022-09-02,0.8,はい
575,2022-07-22,0.7,はい
701,2022-04-13,1.6,いいえ
537,2022-06-16,1.5,いいえ
263,2022-09-16,1.3,はい
130,2022-07-07,1.0,いいえ
323,2022-05-27,1.0,いいえ
472,2022-09-14,0.5,いいえ
336,2022-04-01,1.0,はい
544,2022-02-21,1.5,いいえ
531,2022-05-09,1.7,いいえ
342,2022-06-25,1.1,いいえ
513,2022-12-22,1.2,はい
654,2022-02-07,1.6,いいえ
591,2022-10-24,0.8,いいえ
320,2022-08-07,1.5,はい
67,2022-06-10,1.3,いいえ
354,2022-04-03,0.6,はい
168,2022-09-30,0.6,いいえ
32,2022-09-05,1.3,いいえ
847,2022-01-30,0.7,はい
571,2022-06-13,1.4,はい
438,2022-07-17,1.7,はい
376,2022-10-03,1.4,はい
96,2022-05-17,0.8,いいえ
59,2022-06-09,2.0,はい
229,2022-08-21,1.1,いいえ
283,2022-08-24,0.9,いいえ
403,2022-05-21,1.6,はい
787,2022-09-24,0.7,はい
658,2022-06-28,0.5,いいえ
944,2022-03-07,1.2,はい
461,2022-05-03,0.7,はい
908,2022-09-16,2.0,いいえ
366,2022-03-27,0.7,はい
423,2022-08-18,1.4,はい
246,2022-03-31,0.9,はい
193,2022-03-31,1.2,いいえ
458,2022-01-18,1.0,いいえ
501,2022-11-05,1.4,はい
210,2022-02-09,1.9,いいえ
309,2022-12-08,0.9,いいえ
351,2022-12-20,1.7,はい
86,2022-01-08,1.0,いいえ
916,2022-05-07,0.5,はい
578,2022-07-21,1.8,はい
222,2022-10-18,1.9,はい
723,2022-06-11,1.6,はい
736,2022-02-22,0.9,はい
790,2022-12-04,1.9,はい
333,2022-04-28,1.6,いいえ
298,2022-11-04,0.8,いいえ
631,2022-09-10,1.1,はい
431,2022-08-26,1.4,いいえ
710,2022-06-19,1.7,はい
799,2022-04-13,1.9,いいえ
682,2022-01-05,2.0,いいえ
104,2022-02-15,1.0,はい
619,2022-04-19,1.8,はい
389,2022-02-27,0.6,いいえ
366,2022-03-09,1.8,いいえ
230,2022-12-15,1.9,はい
269,2022-02-19,1.7,はい
262,2022-01-08,1.4,はい
476,2022-12-25,1.5,いいえ
644,2022-12-04,0.7,はい
734,2022-02-25,1.3,いいえ
3,2022-06-01,1.1,はい
27,2022-03-15,1.3,いいえ
648,2022-11-09,1.0,いいえ
599,2022-03-06,1.1,はい
791,2022-11-27,1.8,はい
588,2022-06-09,1.2,いいえ
689,2022-05-30,0.9,はい
540,2022-12-13,1.8,いいえ
492,2022-01-01,1.1,いいえ
997,2022-02-13,0.7,いいえ
640,2022-11-26,1.8,いいえ
480,2022-12-14,2.0,いいえ
572,2022-10-17,1.0,はい
974,2022-03-17,0.5,いいえ
520,2022-06-09,1.2,いいえ
325,2022-06-24,0.7,いいえ
594,2022-05-26,1.3,はい
610,2022-08-10,1.0,はい
684,2022-03-08,1.0,はい
567,2022-09-23,0.6,はい
713,2022-03-11,1.1,いいえ
70,2022-01-12,1.3,いいえ
564,2022-07-21,1.2,はい
529,2022-08-19,1.9,いいえ
787,2022-08-26,0.7,いいえ
706,2022-12-18,1.7,はい
431,2022-11-20,0.9,はい
742,2022-09-28,1.6,いいえ
998,2022-05-10,1.5,はい
609,2022-07-11,0.7,はい
114,2022-04-20,0.6,はい
906,2022-03-04,0.9,はい
685,2022-09-21,1.4,はい
514,2022-09-19,0.7,はい
912,2022-11-25,1.7,いいえ
478,2022-10-17,0.5,はい
162,2022-01-26,1.5,はい
665,2022-10-20,1.4,いいえ
414,2022-07-31,1.3,はい
743,2022-12-02,0.9,いいえ
702,2022-11-27,1.8,いいえ
756,2022-07-07,1.3,いいえ
222,2022-01-06,0.6,いいえ
261,2022-04-24,1.0,はい
704,2022-04-02,0.6,いいえ
112,2022-02-22,0.9,はい
656,2022-08-02,1.1,いいえ
265,2022-02-28,1.8,いいえ
304,2022-11-02,1.9,いいえ
786,2022-09-19,1.7,はい
883,2022-08-08,1.9,いいえ
559,2022-05-05,1.9,いいえ
549,2022-07-15,1.0,いいえ
1000,2022-08-27,1.0,はい
433,2022-10-23,0.7,はい
969,2022-11-02,1.4,いいえ
670,2022-04-20,1.5,いいえ
77,2022-07-10,2.0,はい
947,2022-11-12,1.0,はい
799,2022-04-23,1.7,いいえ
957,2022-08-12,1.5,はい
67,2022-08-12,1.3,いいえ
326,2022-03-13,1.0,いいえ
611,2022-06-11,1.3,いいえ
87,2022-05-09,1.3,いいえ
424,2022-04-25,0.8,はい
805,2022-01-21,0.7,いいえ
813,2022-09-06,0.9,はい
472,2022-05-17,1.5,はい
242,2022-04-07,1.1,いいえ
973,2022-07-08,1.6,はい
223,2022-01-12,1.2,いいえ
225,2022-03-28,1.7,はい
223,2022-04-08,2.0,はい
771,2022-07-17,1.7,いいえ
757,2022-07-06,0.6,いいえ
427,2022-05-28,1.6,はい
850,2022-07-15,0.9,はい
920,2022-01-23,1.0,いいえ
522,2022-09-01,0.8,いいえ
547,2022-12-17,1.2,いいえ
332,2022-08-20,1.9,いいえ
595,2022-09-29,1.5,いいえ
139,2022-03-15,0.8,はい
281,2022-04-16,0.7,はい
811,2022-10-02,0.9,いいえ
82,2022-10-18,1.5,いいえ
16,2022-05-20,0.9,いいえ
966,2022-05-25,1.8,はい
146,2022-10-31,0.8,いいえ
575,2022-09-09,0.7,はい
800,2022-07-27,1.3,はい
338,2022-09-04,1.0,いいえ
579,2022-06-08,1.1,はい
401,2022-08-20,1.0,はい
968,2022-08-30,1.9,いいえ
194,2022-03-26,0.5,はい
872,2022-10-04,0.5,はい
618,2022-10-24,1.3,はい
293,2022-11-27,1.5,いいえ
54,2022-05-09,1.3,いいえ
369,2022-10-28,1.6,はい
726,2022-06-16,1.6,いいえ
363,2022-08-10,1.8,いいえ
981,2022-07-14,1.9,いいえ
712,2022-05-04,0.6,はい
436,2022-06-02,0.8,いいえ
385,2022-08-12,1.5,はい
376,2022-04-16,0.7,はい
496,2022-07-06,1.8,はい
847,2022-10-04,1.0,はい
521,2022-04-13,1.4,いいえ
790,2022-11-28,0.7,いいえ
978,2022-03-21,1.2,いいえ
120,2022-07-22,1.4,はい
992,2022-07-01,1.2,はい
75,2022-07-31,1.9,いいえ
861,2022-09-12,1.1,いいえ
218,2022-06-24,0.7,いいえ
10,2022-08-10,1.3,はい
554,2022-10-04,0.8,いいえ
133,2022-07-16,0.6,はい
408,2022-03-04,1.5,はい
800,2022-08-02,1.2,いいえ
390,2022-07-03,0.6,はい
205,2022-02-24,1.0,いいえ
49,2022-05-14,1.9,はい
766,2022-02-19,1.1,はい
225,2022-05-04,1.5,はい
562,2022-08-16,1.2,いいえ
786,2022-07-12,0.9,はい
673,2022-11-20,0.6,はい
91,2022-06-04,0.8,はい
22,2022-06-02,1.8,はい
628,2022-12-07,1.6,はい
913,2022-03-01,1.3,はい
37,2022-06-11,0.8,はい
653,2022-06-29,0.7,いいえ
935,2022-03-13,1.5,いいえ
434,2022-06-12,1.8,いいえ
574,2022-07-24,1.9,はい
243,2022-08-18,1.3,はい
266,2022-03-31,1.0,はい
111,2022-12-23,1.4,はい
699,2022-09-01,1.5,いいえ
580,2022-12-01,1.8,いいえ
14,2022-08-21,0.6,いいえ
592,2022-08-25,0.5,はい
495,2022-09-05,1.6,いいえ
712,2022-11-28,0.5,いいえ
774,2022-03-20,1.0,はい
144,2022-04-16,1.6,はい
98,2022-02-14,1.9,はい
166,2022-01-27,1.4,いいえ
201,2022-01-07,1.9,はい
895,2022-04-13,1.3,いいえ
207,2022-12-21,1.2,いいえ
859,2022-12-25,1.7,はい
635,2022-12-20,1.9,いいえ
777,2022-09-14,0.6,はい
829,2022-12-11,0.7,いいえ
99,2022-12-05,0.5,いいえ
766,2022-12-02,1.7,いいえ
887,2022-10-17,1.3,いいえ
304,2022-10-18,0.5,いいえ
308,2022-01-26,1.8,はい
723,2022-03-14,1.2,いいえ
7,2022-03-07,1.2,はい
768,2022-10-26,1.1,いいえ
688,2022-05-08,0.8,はい
17,2022-07-11,0.7,はい
582,2022-06-23,0.8,いいえ
100,2022-10-31,0.7,いいえ
179,2022-11-05,2.0,はい
932,2022-03-26,1.7,いいえ
805,2022-10-06,1.3,はい
708,2022-06-11,1.1,いいえ
329,2022-11-05,0.5,はい
104,2022-09-03,1.4,いいえ
331,2022-03-24,1.4,はい
740,2022-06-25,0.6,いいえ
386,2022-10-17,1.9,いいえ
95,2022-04-24,1.3,はい
351,2022-02-03,0.7,いいえ
570,2022-07-27,1.8,いいえ
247,2022-07-10,0.9,はい
111,2022-07-07,1.5,いいえ
411,2022-05-19,1.6,いいえ
557,2022-12-15,1.6,はい
635,2022-01-12,1.4,いいえ
848,2022-06-27,1.3,いいえ
481,2022-09-24,0.7,いいえ
152,2022-05-14,1.7,はい
639,2022-06-29,1.4,はい
104,2022-06-25,1.4,いいえ
367,2022-07-28,0.7,はい
214,2022-12-22,0.8,はい
53,2022-04-18,1.1,はい
880,2022-12-11,0.8,いいえ
555,2022-04-19,1.3,はい
782,2022-05-25,1.5,いいえ
414,2022-02-27,0.5,はい
231,2022-12-04,1.2,いいえ
110,2022-12-05,2.0,はい
606,2022-08-04,1.2,いいえ
392,2022-08-06,1.0,いいえ
595,2022-01-23,0.6,はい
283,2022-03-05,1.1,いいえ
462,2022-05-24,1.5,いいえ
61,2022-09-10,2.0,いいえ
771,2022-11-01,1.7,いいえ
125,2022-08-13,1.8,いいえ
698,2022-11-20,1.0,はい
943,2022-04-24,0.9,はい
127,2022-06-02,1.2,はい
150,2022-11-01,1.3,いいえ
339,2022-10-11,1.7,いいえ
356,2022-07-04,1.3,いいえ
379,2022-06-25,0.9,いいえ
524,2022-09-16,1.2,はい
563,2022-12-14,0.7,はい
411,2022-04-04,1.1,はい
496,2022-03-14,1.7,いいえ
816,2022-05-01,1.9,いいえ
615,2022-04-09,0.6,いいえ
238,2022-08-14,1.9,いいえ
25,2022-01-20,1.8,はい
130,2022-11-09,1.4,はい
476,2022-07-15,1.2,はい
886,2022-11-20,0.9,いいえ
206,2022-04-28,0.8,はい
273,2022-08-27,0.9,いいえ
886,2022-12-04,1.8,はい
961,2022-10-01,1.0,いいえ
945,2022-07-09,1.2,いいえ
798,2022-12-05,0.9,いいえ
635,2022-07-04,1.4,はい
535,2022-09-01,0.5,いいえ
829,2022-10-16,1.2,いいえ
325,2022-02-13,1.9,はい
796,2022-01-02,0.6,いいえ
665,2022-08-03,0.9,いいえ
164,2022-06-03,1.4,はい
845,2022-08-11,1.7,いいえ
614,2022-10-02,0.7,はい
236,2022-04-16,0.6,いいえ
388,2022-12-27,1.5,はい
818,2022-07-16,1.2,いいえ
696,2022-05-09,0.6,はい
970,2022-10-11,1.5,いいえ
886,2022-04-26,1.0,いいえ
236,2022-03-22,1.0,はい
160,2022-07-14,1.7,いいえ
177,2022-02-11,1.4,いいえ
977,2022-10-22,1.9,いいえ
58,2022-12-15,0.9,いいえ
418,2022-02-01,1.6,いいえ
214,2022-09-19,0.9,いいえ
95,2022-04-17,1.4,はい
648,2022-09-07,0.9,はい
14,2022-04-27,1.6,いいえ
19,2022-03-31,1.3,いいえ
550,2022-08-11,0.9,いいえ
961,2022-06-26,1.2,はい
701,2022-02-19,1.8,はい
838,2022-07-27,1.9,はい
820,2022-08-01,1.1,はい
376,2022-12-05,1.8,はい
931,2022-04-29,0.9,はい
947,2022-01-09,0.7,いいえ
333,2022-05-09,1.1,いいえ
661,2022-09-27,0.6,はい
709,2022-03-05,1.9,はい
150,2022-02-08,1.7,いいえ
276,2022-10-03,1.4,いいえ
272,2022-10-31,1.4,はい
740,2022-04-04,0.6,いいえ
682,2022-10-14,1.5,いいえ
934,2022-10-05,2.0,はい
32,2022-09-02,1.9,いいえ
624,2022-05-16,1.1,はい
896,2022-01-05,1.7,はい
390,2022-06-24,2.0,いいえ
453,2022-10-17,1.8,いいえ
174,2022-03-28,0.7,いいえ
216,2022-07-13,1.5,はい
513,2022-07-03,1.6,はい
495,2022-03-28,0.6,いいえ
901,2022-03-14,0.7,いいえ
166,2022-08-09,1.3,はい
42,2022-09-29,0.9,はい
618,2022-04-03,1.6,いいえ
769,2022-07-10,2.0,はい
138,2022-08-21,1.1,いいえ
36,2022-01-03,1.4,いいえ
752,2022-10-27,0.9,はい
738,2022-01-28,0.9,はい
376,2022-08-29,1.5,いいえ
405,2022-02-14,1.3,いいえ
835,2022-08-08,0.6,はい
382,2022-07-24,0.5,いいえ
644,2022-12-27,0.7,はい
936,2022-07-06,2.0,はい
546,2022-05-20,0.9,いいえ
571,2022-05-12,1.6,はい
480,2022-10-25,0.9,はい
809,2022-02-12,1.5,いいえ
80,2022-02-08,1.2,いいえ
192,2022-12-10,1.3,いいえ
907,2022-07-15,0.9,いいえ
988,2022-12-02,0.7,いいえ
1,2022-08-01,1.3,いいえ
729,2022-11-03,1.4,はい
56,2022-08-20,1.4,いいえ
826,2022-07-31,0.7,はい
707,2022-10-18,1.3,いいえ
641,2022-02-22,1.9,はい
650,2022-12-05,0.9,はい
755,2022-05-08,0.8,はい
382,2022-10-19,0.5,いいえ
567,2022-06-10,1.0,はい
504,2022-11-24,1.6,はい
806,2022-06-09,1.9,はい
63,2022-08-05,0.6,はい
876,2022-02-23,1.1,はい
326,2022-08-15,1.4,はい
395,2022-11-11,1.0,いいえ
923,2022-03-31,1.1,いいえ
747,2022-05-21,1.0,はい
626,2022-07-08,1.1,いいえ
633,2022-04-02,1.3,いいえ
486,2022-05-29,2.0,はい
901,2022-04-21,0.9,はい
902,2022-03-17,0.7,はい
89,2022-10-16,1.1,いいえ
982,2022-04-18,1.8,はい
297,2022-10-30,1.9,いいえ
944,2022-05-30,1.5,はい
304,2022-11-04,0.8,いいえ
544,2022-10-12,0.9,いいえ
467,2022-02-20,0.6,はい
729,2022-12-20,1.4,いいえ
2,2022-08-14,0.9,いいえ
735,2022-07-05,1.6,いいえ
847,2022-02-10,1.8,いいえ
882,2022-12-04,1.3,いいえ
322,2022-03-20,1.4,いいえ
147,2022-08-20,0.7,いいえ
269,2022-12-30,1.8,はい
467,2022-01-06,1.3,はい
920,2022-09-17,1.6,いいえ
322,2022-10-01,0.8,はい
9,2022-03-29,0.5,はい
918,2022-11-11,1.4,いいえ
813,2022-11-03,1.4,いいえ
918,2022-06-30,1.1,はい
525,2022-05-15,1.3,はい
122,2022-05-10,1.2,はい
861,2022-02-02,1.2,いいえ
369,2022-11-14,1.4,はい
869,2022-09-13,1.6,はい
817,2022-06-20,1.8,いいえ
243,2022-02-23,1.8,いいえ
182,2022-04-19,1.2,はい
238,2022-03-18,1.5,いいえ
81,2022-12-22,1.3,いいえ
115,2022-04-04,0.8,いいえ
536,2022-06-19,1.6,はい
308,2022-07-21,1.3,はい
326,2022-05-03,0.6,はい
421,2022-10-06,1.5,はい
330,2022-04-21,1.2,はい
290,2022-11-20,1.6,はい
37,2022-04-11,0.7,はい
487,2022-12-04,1.8,はい
331,2022-10-27,1.6,いいえ
519,2022-07-24,1.3,いいえ
734,2022-08-27,0.9,いいえ
285,2022-09-25,1.1,はい
210,2022-09-15,1.3,いいえ
537,2022-08-10,0.8,いいえ
304,2022-08-22,0.7,はい
447,2022-02-23,1.1,はい
309,2022-11-19,1.5,はい
59,2022-06-13,1.1,いいえ
976,2022-03-22,1.6,はい
838,2022-05-09,1.9,いいえ
580,2022-08-11,1.6,はい
556,2022-09-29,2.0,はい
640,2022-10-09,0.8,はい
369,2022-03-14,1.9,はい
77,2022-08-13,1.0,はい
509,2022-11-03,1.0,いいえ
602,2022-04-06,1.2,いいえ
535,2022-05-21,1.2,はい
50,2022-10-10,1.4,はい
461,2022-09-26,1.8,いいえ
710,2022-06-09,1.5,はい
444,2022-03-10,0.6,はい
771,2022-12-17,1.0,はい
664,2022-09-09,1.1,いいえ
446,2022-11-27,1.4,いいえ
200,2022-06-26,0.6,はい
696,2022-12-28,1.9,はい
551,2022-08-18,1.6,いいえ
869,2022-08-19,0.7,いいえ
840,2022-12-30,0.5,いいえ
605,2022-12-16,1.4,いいえ
879,2022-01-25,1.8,いいえ
848,2022-09-09,1.9,いいえ
798,2022-10-29,1.5,はい
945,2022-04-21,1.9,はい
622,2022-05-06,1.7,いいえ
853,2022-04-06,1.6,いいえ
900,2022-06-21,1.7,いいえ
624,2022-01-03,0.6,はい
821,2022-08-02,1.2,はい
147,2022-03-11,1.0,はい
606,2022-02-28,1.1,はい
922,2022-12-15,2.0,いいえ
752,2022-12-05,1.6,はい
148,2022-07-20,1.5,いいえ
138,2022-12-04,1.6,はい
28,2022-10-19,0.5,はい
977,2022-12-27,1.1,いいえ
792,2022-02-13,1.6,はい
332,2022-05-03,1.5,はい
717,2022-03-17,0.7,はい
982,2022-10-16,1.2,はい
701,2022-09-30,1.5,いいえ
389,2022-12-12,0.9,はい
109,2022-12-08,1.6,はい
785,2022-11-24,1.4,いいえ
962,2022-07-12,1.9,はい
99,2022-06-27,1.7,いいえ
959,2022-04-28,1.7,いいえ
629,2022-04-19,1.7,いいえ
378,2022-03-27,1.4,はい
968,2022-11-22,1.8,はい
127,2022-11-12,1.7,いいえ
263,2022-10-30,0.9,はい
400,2022-02-02,1.3,はい
416,2022-01-29,0.6,いいえ
744,2022-07-14,1.2,はい
54,2022-11-18,1.4,はい
206,2022-09-27,1.0,いいえ
928,2022-08-30,0.9,はい
120,2022-04-30,1.3,はい
406,2022-02-15,1.3,いいえ
789,2022-10-10,1.0,いいえ
930,2022-07-04,1.3,いいえ
604,2022-01-15,1.3,いいえ
259,2022-02-03,1.0,はい
929,2022-06-20,1.7,はい
61,2022-03-27,1.0,いいえ
173,2022-12-31,1.4,はい
74,2022-10-16,1.0,いいえ
125,2022-08-18,1.3,はい
774,2022-08-25,0.6,いいえ
941,2022-09-21,1.5,いいえ
974,2022-11-15,1.1,いいえ
201,2022-05-23,1.7,いいえ
239,2022-09-08,1.3,はい
29,2022-03-26,1.5,いいえ
60,2022-07-20,1.3,はい
273,2022-05-26,1.9,はい
788,2022-01-19,1.3,はい
222,2022-08-23,1.4,いいえ
616,2022-08-25,1.7,いいえ
799,2022-03-09,1.4,いいえ
68,2022-08-02,0.7,はい
267,2022-09-26,1.8,いいえ
761,2022-05-07,1.4,はい
105,2022-12-18,1.7,いいえ
998,2022-09-14,0.6,いいえ
765,2022-04-25,0.6,はい
121,2022-03-10,0.7,はい
301,2022-10-20,0.7,はい
695,2022-06-16,1.9,はい
240,2022-07-30,1.2,はい
208,2022-03-02,0.6,はい
988,2022-09-01,1.8,いいえ
509,2022-05-01,1.5,はい
16,2023-01-01,0.8,いいえ
768,2022-07-25,2.0,いいえ
369,2022-07-07,0.9,いいえ
657,2022-07-08,1.9,はい
921,2022-12-02,0.5,いいえ
991,2022-09-07,0.9,はい
417,2022-05-17,2.0,はい
75,2022-02-03,0.9,はい
323,2022-04-22,0.7,はい
182,2022-04-27,1.7,はい
672,2022-05-16,1.5,いいえ
252,2022-05-29,1.9,はい
239,2022-06-24,1.7,いいえ
393,2022-04-21,1.5,いいえ
889,2022-04-26,1.4,いいえ
744,2022-07-22,0.6,いいえ
750,2022-03-16,1.9,はい
428,2022-02-09,1.5,いいえ
357,2022-06-23,1.5,いいえ
21,2022-05-12,1.2,いいえ
926,2022-09-28,1.3,はい
661,2022-11-05,1.4,いいえ
933,2022-01-01,1.3,はい
291,2022-11-01,1.7,いいえ
994,2022-04-03,1.7,はい
224,2022-10-15,1.7,いいえ
184,2022-06-05,1.1,いいえ
326,2022-04-19,1.7,いいえ
273,2022-05-12,1.3,いいえ
502,2022-05-10,0.9,いいえ
885,2022-10-23,1.9,はい
17,2022-08-22,1.5,いいえ
509,2022-11-02,0.6,はい
967,2022-04-26,2.0,はい
191,2022-11-16,1.7,いいえ
598,2022-12-08,1.2,いいえ
5,2022-02-22,1.1,はい
878,2022-11-17,1.8,いいえ
755,2022-07-02,1.0,はい
406,2022-04-26,1.7,はい
951,2022-05-04,0.7,はい
146,2022-06-26,0.7,はい
13,2022-07-14,1.8,はい
962,2022-11-27,1.6,はい
665,2022-01-29,1.7,いいえ
592,2022-03-20,0.8,いいえ
867,2022-08-27,1.3,はい
325,2022-11-04,1.4,いいえ
201,2022-09-02,1.4,いいえ
386,2022-06-07,1.3,いいえ
79,2022-04-13,1.7,はい
744,2022-07-13,0.6,はい
506,2022-04-18,1.4,いいえ
565,2022-10-26,0.7,はい
996,2022-10-16,2.0,いいえ
657,2022-12-30,0.8,いいえ
853,2022-09-27,0.5,はい
372,2022-07-22,0.6,いいえ
786,2022-02-04,0.5,いいえ
582,2022-05-01,1.3,いいえ
483,2022-07-13,0.7,いいえ
987,2022-12-02,0.9,はい
102,2022-09-02,1.0,はい
411,2022-02-15,1.1,はい
454,2022-03-17,1.6,はい
941,2022-06-19,0.6,いいえ
42,2022-03-26,1.2,いいえ
996,2022-10-31,0.9,はい
686,2022-04-22,0.8,はい
846,2022-11-29,0.7,はい
822,2022-04-16,1.8,いいえ
788,2022-05-11,1.7,はい
815,2022-04-25,0.8,いいえ
640,2022-08-18,0.8,はい
854,2022-10-08,1.0,いいえ
178,2022-11-04,0.9,いいえ
121,2022-09-14,1.4,いいえ
384,2022-06-22,1.2,いいえ
647,2022-01-01,1.7,いいえ
658,2022-07-12,1.8,いいえ
765,2022-10-11,1.7,はい
612,2022-11-14,1.1,いいえ
854,2022-04-20,1.0,いいえ
295,2022-11-30,0.5,いいえ
804,2022-01-01,0.7,いいえ
172,2022-08-20,1.8,いいえ
661,2022-09-08,0.7,いいえ
494,2022-06-19,1.8,はい
797,2022-10-25,1.9,はい
125,2022-11-07,1.5,いいえ
730,2022-02-14,1.6,はい
159,2022-07-27,0.5,いいえ
732,2022-07-18,1.1,いいえ
395,2022-10-01,2.0,はい
105,2022-07-24,1.0,いいえ
651,2022-08-10,0.5,いいえ
175,2022-09-14,0.6,はい
503,2022-11-15,2.0,はい
937,2022-06-26,0.8,はい
1,2022-05-03,1.0,いいえ
672,2022-08-07,1.3,いいえ
452,2022-10-27,0.9,はい
1,2022-04-05,0.5,いいえ
310,2022-06-15,1.6,いいえ
193,2022-04-27,1.1,はい
183,2022-10-04,0.7,はい
114,2022-04-07,0.6,いいえ
393,2022-09-18,1.5,いいえ
171,2022-05-07,2.0,はい
760,2022-08-15,1.3,はい
571,2022-05-04,1.1,いいえ
239,2022-11-18,1.5,はい
408,2022-03-27,0.6,いいえ
453,2022-08-23,0.5,はい
126,2022-05-17,1.3,はい
571,2022-12-05,1.8,いいえ
434,2022-07-22,2.0,はい
215,2022-01-19,0.9,いいえ
984,2022-06-27,0.5,はい
919,2022-08-11,0.5,いいえ
670,2022-01-13,1.8,いいえ
830,2022-01-09,1.6,いいえ
447,2022-08-18,0.7,はい
137,2022-04-25,2.0,いいえ
444,2022-11-03,1.9,いいえ
661,2022-07-19,0.6,いいえ
424,2022-07-19,1.8,はい
90,2022-05-28,0.9,いいえ
815,2022-11-02,1.7,はい
352,2022-01-01,0.8,はい
487,2022-02-07,1.0,はい
267,2022-01-19,0.8,いいえ
494,2022-04-26,1.6,いいえ
815,2022-04-05,1.5,いいえ
957,2022-02-13,1.3,いいえ
388,2022-08-19,0.5,はい
439,2022-09-15,1.6,はい
123,2022-04-01,0.9,いいえ
833,2022-11-24,1.1,いいえ
693,2022-04-08,1.5,はい
583,2022-06-16,1.9,はい
328,2022-01-29,1.9,いいえ
756,2022-12-23,1.1,いいえ
197,2022-03-14,2.0,はい
82,2022-03-15,1.6,いいえ
979,2022-10-05,0.6,はい
1,2022-10-25,1.7,いいえ
180,2022-04-04,1.0,はい
975,2022-05-18,1.4,いいえ
941,2022-07-07,0.8,いいえ
537,2022-01-06,1.3,いいえ
476,2022-05-20,1.6,いいえ
278,2022-09-16,1.9,いいえ
852,2022-11-07,1.4,はい
76,2022-08-25,1.6,いいえ
178,2022-12-04,0.6,はい
573,2022-03-05,1.6,はい
898,2022-09-11,0.8,はい
908,2022-04-07,1.6,はい
63,2022-12-04,0.7,はい
829,2022-09-23,1.4,はい
307,2022-11-02,1.3,はい
117,2022-03-05,1.0,はい
468,2022-05-08,0.9,いいえ
248,2022-11-20,0.8,はい
104,2022-01-25,1.8,はい
410,2022-04-02,1.2,いいえ
565,2022-10-30,1.4,いいえ
318,2022-08-27,1.6,はい
354,2022-10-01,1.9,いいえ
961,2022-06-05,1.3,はい
908,2022-12-12,1.2,いいえ
521,2022-03-28,1.0,いいえ
905,2022-11-28,1.6,はい
823,2022-03-06,1.4,いいえ
323,2022-08-04,1.8,いいえ
416,2022-05-01,0.8,はい
150,2022-09-14,1.1,はい
950,2022-07-26,1.4,はい
758,2022-07-08,1.4,いいえ
713,2022-02-10,1.9,はい
33,2022-08-22,1.9,いいえ
664,2022-03-16,1.6,いいえ
817,2022-10-07,0.9,はい
698,2022-12-15,1.2,はい
74,2022-03-02,1.8,はい
451,2022-04-18,0.5,いいえ
976,2022-06-08,0.8,はい
